Steuerung;Kv Factor;Kugelgewindetrieb Durchmesser X;Kugelgewindetrieb Steigung X;Kugelgewindetrieb Durchmesser Y;Kugelgewindetrieb Steigung Y;Kugelgewindetrieb Durchmesser Z;Kugelgewindetrieb Steigung Z;Motor X;Motor Y;Motor Z;Steifigkeit X;Steifigkeit Y;Steifigkeit Z;Werkstück;Werkzeug;Durchmesser;vc;fz
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Temperguss;HSS;100;147;0.12
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Temperguss;HSS;125;140;0.14
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Superlegierungen;HSS;40;50;0.08
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Superlegierungen;HSS;50;50;0.09
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Superlegierungen;HSS;63;55;0.12
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Superlegierungen;HSS;80;48;0.15
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Superlegierungen;HSS;100;52;0.2
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Superlegierungen;HSS;125;53;0.19
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Kupferlegierungen;HSS;40;310;0.12
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Kupferlegierungen;HSS;50;305;0.11
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Kupferlegierungen;HSS;63;310;0.12
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Kupferlegierungen;HSS;80;295;0.14
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Kupferlegierungen;HSS;100;300;0.15
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Kupferlegierungen;HSS;125;295;0.16
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Automatenstahl;HSS;40;170;0.08
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Automatenstahl;HSS;50;177;0.07
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Automatenstahl;HSS;63;165;0.09
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Automatenstahl;HSS;80;180;0.1
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Automatenstahl;HSS;100;175;0.12
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Automatenstahl;HSS;125;169;0.13
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Aluminium gegossen;HSS;40;240;0.1
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Aluminium gegossen;HSS;50;245;0.11
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Aluminium gegossen;HSS;63;230;0.12
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Aluminium gegossen;HSS;80;238;0.13
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Aluminium gegossen;HSS;100;240;0.15
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Aluminium gegossen;HSS;125;249;0.16
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Werkzeugstahl;HSS;40;130;0.07
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Werkzeugstahl;HSS;50;125;0.08
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Werkzeugstahl;HSS;63;125;0.1
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Werkzeugstahl;HSS;80;130;0.13
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Werkzeugstahl;HSS;100;128;0.13
Siemens;2.4;60;15;60;15;60;15;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;28.08;30.41;29.72;Werkzeugstahl;HSS;125;130;0.13
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Einsatzstahl;HSS;40;155;0.08
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Einsatzstahl;HSS;50;155;0.1
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Einsatzstahl;HSS;63;160;0.11
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Einsatzstahl;HSS;80;160;0.12
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Einsatzstahl;HSS;100;155;0.13
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Einsatzstahl;HSS;125;160;0.13
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Grauguss;HSS;40;170;0.08
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Grauguss;HSS;50;170;0.1
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Grauguss;HSS;63;172;0.12
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Grauguss;HSS;80;175;0.13
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Grauguss;HSS;100;165;0.12
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Grauguss;HSS;125;162;0.14
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Aluminium gewalzt;HSS;40;285;0.1
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Aluminium gewalzt;HSS;50;280;0.11
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Aluminium gewalzt;HSS;63;273;0.12
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Aluminium gewalzt;HSS;80;280;0.13
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Aluminium gewalzt;HSS;100;275;0.15
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Aluminium gewalzt;HSS;125;272;0.16
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Rostfreier Stahl;HSS;40;90;0.08
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Rostfreier Stahl;HSS;50;95;0.09
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Rostfreier Stahl;HSS;63;92;0.1
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Rostfreier Stahl;HSS;80;90;0.11
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Rostfreier Stahl;HSS;100;93;0.12
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Rostfreier Stahl;HSS;125;85;0.13
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Temperguss;HSS;40;140;0.08
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Temperguss;HSS;50;142;0.09
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Temperguss;HSS;63;140;0.11
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Temperguss;HSS;80;142;0.11
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Temperguss;HSS;100;134;0.12
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Temperguss;HSS;125;135;0.14
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Superlegierungen;HSS;40;50;0.08
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Superlegierungen;HSS;50;48;0.09
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Superlegierungen;HSS;63;42;0.12
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Superlegierungen;HSS;80;50;0.15
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Superlegierungen;HSS;100;52;0.19
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Superlegierungen;HSS;125;43;0.19
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Kupferlegierungen;HSS;40;310;0.11
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Kupferlegierungen;HSS;50;305;0.11
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Kupferlegierungen;HSS;63;300;0.13
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Kupferlegierungen;HSS;80;295;0.13
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Kupferlegierungen;HSS;100;302;0.14
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Kupferlegierungen;HSS;125;306;0.16
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Automatenstahl;HSS;40;172;0.08
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Automatenstahl;HSS;50;166;0.07
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Automatenstahl;HSS;63;163;0.09
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Automatenstahl;HSS;80;174;0.09
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Automatenstahl;HSS;100;170;0.12
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Automatenstahl;HSS;125;169;0.14
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Aluminium gegossen;HSS;40;240;0.1
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Aluminium gegossen;HSS;50;234;0.11
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Aluminium gegossen;HSS;63;240;0.12
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Aluminium gegossen;HSS;80;230;0.13
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Aluminium gegossen;HSS;100;230;0.15
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Aluminium gegossen;HSS;125;249;0.16
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Werkzeugstahl;HSS;40;130;0.07
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Werkzeugstahl;HSS;50;128;0.07
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Werkzeugstahl;HSS;63;135;0.11
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Werkzeugstahl;HSS;80;125;0.11
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Werkzeugstahl;HSS;100;128;0.12
Siemens;2.9;70;20;70;20;70;20;1FT7034-5AK7;1FT7042-5AK7;1FT7036-5AK7;21.2;26.66;33.33;Werkzeugstahl;HSS;125;130;0.13
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Einsatzstahl;HSS;40;165;0.08
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Einsatzstahl;HSS;50;155;0.1
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Einsatzstahl;HSS;63;162;0.11
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Einsatzstahl;HSS;80;160;0.12
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Einsatzstahl;HSS;100;165;0.13
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Einsatzstahl;HSS;125;160;0.13
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Grauguss;HSS;40;175;0.08
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Grauguss;HSS;50;170;0.1
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Grauguss;HSS;63;165;0.12
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Grauguss;HSS;80;175;0.13
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Grauguss;HSS;100;165;0.12
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Grauguss;HSS;125;175;0.14
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Aluminium gewalzt;HSS;40;285;0.1
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Aluminium gewalzt;HSS;50;280;0.11
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Aluminium gewalzt;HSS;63;290;0.12
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Aluminium gewalzt;HSS;80;275;0.13
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Aluminium gewalzt;HSS;100;275;0.15
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Aluminium gewalzt;HSS;125;285;0.16
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Rostfreier Stahl;HSS;40;90;0.08
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Rostfreier Stahl;HSS;50;95;0.09
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Rostfreier Stahl;HSS;63;85;0.1
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Rostfreier Stahl;HSS;80;85;0.11
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Rostfreier Stahl;HSS;100;90;0.12
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Rostfreier Stahl;HSS;125;85;0.13
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Temperguss;HSS;40;140;0.08
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Temperguss;HSS;50;135;0.09
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Temperguss;HSS;63;135;0.11
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Temperguss;HSS;80;145;0.11
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Temperguss;HSS;100;150;0.12
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Temperguss;HSS;125;145;0.14
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Superlegierungen;HSS;40;55;0.08
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Superlegierungen;HSS;50;50;0.09
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Superlegierungen;HSS;63;55;0.12
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Superlegierungen;HSS;80;45;0.15
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Superlegierungen;HSS;100;50;0.19
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Superlegierungen;HSS;125;50;0.19
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Kupferlegierungen;HSS;40;310;0.11
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Kupferlegierungen;HSS;50;300;0.11
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Kupferlegierungen;HSS;63;305;0.13
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Kupferlegierungen;HSS;80;300;0.13
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Kupferlegierungen;HSS;100;295;0.14
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Kupferlegierungen;HSS;125;295;0.16
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Automatenstahl;HSS;40;170;0.08
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Automatenstahl;HSS;50;172;0.07
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Automatenstahl;HSS;63;165;0.09
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Automatenstahl;HSS;80;170;0.09
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Automatenstahl;HSS;100;170;0.12
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Automatenstahl;HSS;125;169;0.14
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Aluminium gegossen;HSS;40;240;0.1
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Aluminium gegossen;HSS;50;243;0.11
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Aluminium gegossen;HSS;63;238;0.12
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Aluminium gegossen;HSS;80;235;0.13
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Aluminium gegossen;HSS;100;240;0.15
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Aluminium gegossen;HSS;125;233;0.16
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Werkzeugstahl;HSS;40;133;0.07
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Werkzeugstahl;HSS;50;125;0.07
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Werkzeugstahl;HSS;63;127;0.11
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Werkzeugstahl;HSS;80;130;0.11
