Steuerung;Kv Factor;Kugelgewindetrieb Durchmesser X;Kugelgewindetrieb Steigung X;Kugelgewindetrieb Durchmesser Y;Kugelgewindetrieb Steigung Y;Kugelgewindetrieb Durchmesser Z;Kugelgewindetrieb Steigung Z;Motor X;Motor Y;Motor Z;Steifigkeit X;Steifigkeit Y;Steifigkeit Z;Werkstück;Werkzeug;Durchmesser;vc;fz
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Werkzeugstahl;HSS;100;125;0.12
Siemens;2;60;20;60;20;60;20;1FT7036-5AK7;1FT7034-5AK7;1FT7034-5AK7;34.15;36.85;24.07;Werkzeugstahl;HSS;125;130;0.13
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Einsatzstahl;HSS;40;160;0.09
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Einsatzstahl;HSS;50;155;0.1
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Einsatzstahl;HSS;63;160;0.12
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Einsatzstahl;HSS;80;162;0.12
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Einsatzstahl;HSS;100;153;0.13
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Einsatzstahl;HSS;125;155;0.13
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Grauguss;HSS;40;174;0.08
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Grauguss;HSS;50;168;0.1
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Grauguss;HSS;63;170;0.12
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Grauguss;HSS;80;170;0.11
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Grauguss;HSS;100;169;0.13
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Grauguss;HSS;125;160;0.14
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Aluminium gewalzt;HSS;40;282;0.1
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Aluminium gewalzt;HSS;50;280;0.11
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Aluminium gewalzt;HSS;63;275;0.13
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Aluminium gewalzt;HSS;80;280;0.14
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Aluminium gewalzt;HSS;100;290;0.15
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Aluminium gewalzt;HSS;125;271;0.16
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Rostfreier Stahl;HSS;40;90;0.07
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Rostfreier Stahl;HSS;50;90;0.09
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Rostfreier Stahl;HSS;63;99;0.1
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Rostfreier Stahl;HSS;80;83;0.12
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Rostfreier Stahl;HSS;100;90;0.12
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Rostfreier Stahl;HSS;125;87;0.13
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Temperguss;HSS;40;140;0.08
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Temperguss;HSS;50;144;0.08
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Temperguss;HSS;63;140;0.11
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Temperguss;HSS;80;137;0.12
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Temperguss;HSS;100;147;0.12
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Temperguss;HSS;125;140;0.14
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Superlegierungen;HSS;40;55;0.08
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Superlegierungen;HSS;50;50;0.09
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Superlegierungen;HSS;63;5550;0.12
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Superlegierungen;HSS;80;45;0.14
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Superlegierungen;HSS;100;50;0.2
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Superlegierungen;HSS;125;50;0.19
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Kupferlegierungen;HSS;40;310;0.12
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Kupferlegierungen;HSS;50;305;0.11
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Kupferlegierungen;HSS;63;306;0.13
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Kupferlegierungen;HSS;80;300;0.14
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Kupferlegierungen;HSS;100;300;0.14
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Kupferlegierungen;HSS;125;295;0.16
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Automatenstahl;HSS;40;170;0.08
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Automatenstahl;HSS;50;177;0.07
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Automatenstahl;HSS;63;170;0.08
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Automatenstahl;HSS;80;179;0.1
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Automatenstahl;HSS;100;177;0.12
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Automatenstahl;HSS;125;169;0.14
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Aluminium gegossen;HSS;40;240;0.1
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Aluminium gegossen;HSS;50;244;0.11
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Aluminium gegossen;HSS;63;235;0.13
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Aluminium gegossen;HSS;80;238;0.13
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Aluminium gegossen;HSS;100;230;0.14
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Aluminium gegossen;HSS;125;247;0.16
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Werkzeugstahl;HSS;40;133;0.07
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Werkzeugstahl;HSS;50;125;0.08
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Werkzeugstahl;HSS;63;128;0.11
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Werkzeugstahl;HSS;80;130;0.13
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Werkzeugstahl;HSS;100;130;0.12
Siemens;2.5;70;20;70;20;70;20;1FT7042-5AK7;1FT7034-5AK7;1FT7036-5AK7;24.7;20.88;38.01;Werkzeugstahl;HSS;125;130;0.13
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Einsatzstahl;HSS;40;166;0.09
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Einsatzstahl;HSS;50;155;0.1
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Einsatzstahl;HSS;63;160;0.13
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Einsatzstahl;HSS;80;162;0.12
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Einsatzstahl;HSS;100;155;0.12
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Einsatzstahl;HSS;125;157;0.13
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Grauguss;HSS;40;170;0.08
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Grauguss;HSS;50;168;0.09
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Grauguss;HSS;63;172;0.11
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Grauguss;HSS;80;175;0.11
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Grauguss;HSS;100;169;0.12
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Grauguss;HSS;125;162;0.14
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Aluminium gewalzt;HSS;40;280;0.1
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Aluminium gewalzt;HSS;50;280;0.1
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Aluminium gewalzt;HSS;63;273;0.13
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Aluminium gewalzt;HSS;80;282;0.13
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Aluminium gewalzt;HSS;100;277;0.15
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Aluminium gewalzt;HSS;125;271;0.15
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Rostfreier Stahl;HSS;40;90;0.07
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Rostfreier Stahl;HSS;50;95;0.09
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Rostfreier Stahl;HSS;63;90;0.11
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Rostfreier Stahl;HSS;80;88;0.12
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Rostfreier Stahl;HSS;100;90;0.13
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Rostfreier Stahl;HSS;125;80;0.13
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Temperguss;HSS;40;140;0.08
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Temperguss;HSS;50;143;0.08
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Temperguss;HSS;63;137;0.11
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Temperguss;HSS;80;137;0.13
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Temperguss;HSS;100;147;0.12
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Temperguss;HSS;125;140;0.14
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Superlegierungen;HSS;40;50;0.08
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Superlegierungen;HSS;50;50;0.09
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Superlegierungen;HSS;63;55;0.12
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Superlegierungen;HSS;80;48;0.15
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Superlegierungen;HSS;100;52;0.2
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Superlegierungen;HSS;125;53;0.19
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Kupferlegierungen;HSS;40;310;0.12
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Kupferlegierungen;HSS;50;305;0.11
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Kupferlegierungen;HSS;63;310;0.12
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Kupferlegierungen;HSS;80;295;0.14
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Kupferlegierungen;HSS;100;300;0.15
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Kupferlegierungen;HSS;125;295;0.16
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Automatenstahl;HSS;40;170;0.08
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Automatenstahl;HSS;50;177;0.07
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Automatenstahl;HSS;63;165;0.09
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Automatenstahl;HSS;80;180;0.1
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Automatenstahl;HSS;100;175;0.12
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Automatenstahl;HSS;125;169;0.13
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Aluminium gegossen;HSS;40;240;0.1
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Aluminium gegossen;HSS;50;245;0.11
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Aluminium gegossen;HSS;63;230;0.12
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Aluminium gegossen;HSS;80;238;0.13
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Aluminium gegossen;HSS;100;240;0.15
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Aluminium gegossen;HSS;125;249;0.16
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Werkzeugstahl;HSS;40;130;0.07
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Werkzeugstahl;HSS;50;125;0.08
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Werkzeugstahl;HSS;63;125;0.1
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Werkzeugstahl;HSS;80;130;0.13
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Werkzeugstahl;HSS;100;128;0.13
Siemens;2.8;60;15;60;15;60;15;1FT7036-5AK7;1FT7042-5AK7;1FT7036-5AK7;30.3;22.3;37.17;Werkzeugstahl;HSS;125;130;0.13
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Einsatzstahl;HSS;40;154;0.09
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Einsatzstahl;HSS;50;160;0.1
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Einsatzstahl;HSS;63;160;0.11
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Einsatzstahl;HSS;80;154;0.12
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Einsatzstahl;HSS;100;165;0.12
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Einsatzstahl;HSS;125;160;0.13
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Grauguss;HSS;40;179;0.08
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Grauguss;HSS;50;164;0.1
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Grauguss;HSS;63;170;0.12
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Grauguss;HSS;80;175;0.13
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Grauguss;HSS;100;165;0.14
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Grauguss;HSS;125;177;0.14
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Aluminium gewalzt;HSS;40;285;0.1
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Aluminium gewalzt;HSS;50;281;0.11
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Aluminium gewalzt;HSS;63;280;0.12
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Aluminium gewalzt;HSS;80;280;0.14
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Aluminium gewalzt;HSS;100;275;0.15
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Aluminium gewalzt;HSS;125;271;0.15
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Rostfreier Stahl;HSS;40;100;0.07
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Rostfreier Stahl;HSS;50;95;0.09
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Rostfreier Stahl;HSS;63;90;0.1
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Rostfreier Stahl;HSS;80;90;0.1
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Rostfreier Stahl;HSS;100;92;0.12
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Rostfreier Stahl;HSS;125;88;0.13
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Temperguss;HSS;40;140;0.08
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Temperguss;HSS;50;138;0.09
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Temperguss;HSS;63;140;0.11
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Temperguss;HSS;80;145;0.11
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Temperguss;HSS;100;147;0.12
