Steuerung;Kv Factor;Kugelgewindetrieb Durchmesser X;Kugelgewindetrieb Steigung X;Kugelgewindetrieb Durchmesser Y;Kugelgewindetrieb Steigung Y;Kugelgewindetrieb Durchmesser Z;Kugelgewindetrieb Steigung Z;Motor X;Motor Y;Motor Z;Steifigkeit X;Steifigkeit Y;Steifigkeit Z;Werkstück;Werkzeug;Durchmesser;vc;fz
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Temperguss;HSS;125;132;0.14
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Superlegierungen;HSS;40;55;0.08
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Superlegierungen;HSS;50;52;0.09
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Superlegierungen;HSS;63;50;0.12
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Superlegierungen;HSS;80;45;0.15
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Superlegierungen;HSS;100;53;0.19
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Superlegierungen;HSS;125;50;0.19
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Kupferlegierungen;HSS;40;310;0.1
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Kupferlegierungen;HSS;50;307;0.11
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Kupferlegierungen;HSS;63;305;0.13
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Kupferlegierungen;HSS;80;300;0.13
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Kupferlegierungen;HSS;100;298;0.15
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Kupferlegierungen;HSS;125;291;0.16
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Automatenstahl;HSS;40;170;0.07
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Automatenstahl;HSS;50;173;0.08
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Automatenstahl;HSS;63;163;0.09
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Automatenstahl;HSS;80;168;0.1
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Automatenstahl;HSS;100;170;0.11
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Automatenstahl;HSS;125;169;0.13
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Aluminium gegossen;HSS;40;240;0.11
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Aluminium gegossen;HSS;50;243;0.11
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Aluminium gegossen;HSS;63;238;0.13
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Aluminium gegossen;HSS;80;247;0.13
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Aluminium gegossen;HSS;100;233;0.16
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Aluminium gegossen;HSS;125;240;0.16
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Werkzeugstahl;HSS;40;133;0.07
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Werkzeugstahl;HSS;50;125;0.08
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Werkzeugstahl;HSS;63;127;0.1
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Werkzeugstahl;HSS;80;130;0.11
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Werkzeugstahl;HSS;100;125;0.11
Siemens;2.6;70;15;70;15;70;15;1FT7042-5AK7;1FT7036-5AK7;1FT7042-5AK7;32.9;34.11;23.41;Werkzeugstahl;HSS;125;130;0.12
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Einsatzstahl;HSS;40;154;0.09
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Einsatzstahl;HSS;50;160;0.1
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Einsatzstahl;HSS;63;160;0.11
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Einsatzstahl;HSS;80;154;0.12
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Einsatzstahl;HSS;100;165;0.12
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Einsatzstahl;HSS;125;160;0.13
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Grauguss;HSS;40;179;0.08
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Grauguss;HSS;50;164;0.1
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Grauguss;HSS;63;170;0.12
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Grauguss;HSS;80;175;0.13
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Grauguss;HSS;100;165;0.14
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Grauguss;HSS;125;177;0.14
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Aluminium gewalzt;HSS;40;285;0.1
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Aluminium gewalzt;HSS;50;281;0.11
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Aluminium gewalzt;HSS;63;280;0.12
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Aluminium gewalzt;HSS;80;280;0.14
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Aluminium gewalzt;HSS;100;275;0.15
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Aluminium gewalzt;HSS;125;271;0.15
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Rostfreier Stahl;HSS;40;100;0.07
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Rostfreier Stahl;HSS;50;95;0.09
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Rostfreier Stahl;HSS;63;90;0.1
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Rostfreier Stahl;HSS;80;90;0.1
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Rostfreier Stahl;HSS;100;92;0.12
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Rostfreier Stahl;HSS;125;88;0.13
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Temperguss;HSS;40;140;0.08
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Temperguss;HSS;50;138;0.09
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Temperguss;HSS;63;140;0.11
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Temperguss;HSS;80;145;0.11
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Temperguss;HSS;100;147;0.12
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Temperguss;HSS;125;132;0.14
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Superlegierungen;HSS;40;55;0.08
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Superlegierungen;HSS;50;52;0.09
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Superlegierungen;HSS;63;50;0.12
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Superlegierungen;HSS;80;45;0.15
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Superlegierungen;HSS;100;53;0.19
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Superlegierungen;HSS;125;50;0.19
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Kupferlegierungen;HSS;40;310;0.1
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Kupferlegierungen;HSS;50;307;0.11
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Kupferlegierungen;HSS;63;305;0.13
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Kupferlegierungen;HSS;80;300;0.13
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Kupferlegierungen;HSS;100;298;0.15
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Kupferlegierungen;HSS;125;291;0.16
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Automatenstahl;HSS;40;170;0.07
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Automatenstahl;HSS;50;173;0.08
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Automatenstahl;HSS;63;163;0.09
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Automatenstahl;HSS;80;168;0.1
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Automatenstahl;HSS;100;170;0.11
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Automatenstahl;HSS;125;169;0.13
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Aluminium gegossen;HSS;40;240;0.11
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Aluminium gegossen;HSS;50;243;0.11
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Aluminium gegossen;HSS;63;238;0.13
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Aluminium gegossen;HSS;80;247;0.13
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Aluminium gegossen;HSS;100;233;0.16
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Aluminium gegossen;HSS;125;240;0.16
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Werkzeugstahl;HSS;40;133;0.07
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Werkzeugstahl;HSS;50;125;0.08
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Werkzeugstahl;HSS;63;127;0.1
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Werkzeugstahl;HSS;80;130;0.11
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Werkzeugstahl;HSS;100;125;0.11
Siemens;2.1;60;20;60;20;60;20;1FT7034-5AK7;1FT7036-5AK7;1FT7042-5AK7;27.9;20.38;36.63;Werkzeugstahl;HSS;125;130;0.12
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Einsatzstahl;HSS;40;162;0.09
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Einsatzstahl;HSS;50;155;0.1
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Einsatzstahl;HSS;63;160;0.12
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Einsatzstahl;HSS;80;162;0.12
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Einsatzstahl;HSS;100;155;0.13
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Einsatzstahl;HSS;125;155;0.14
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Grauguss;HSS;40;174;0.08
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Grauguss;HSS;50;170;0.1
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Grauguss;HSS;63;170;0.12
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Grauguss;HSS;80;172;0.1
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Grauguss;HSS;100;169;0.13
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Grauguss;HSS;125;160;0.14
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Aluminium gewalzt;HSS;40;280;0.1
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Aluminium gewalzt;HSS;50;281;0.11
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Aluminium gewalzt;HSS;63;280;0.12
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Aluminium gewalzt;HSS;80;275;0.14
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Aluminium gewalzt;HSS;100;290;0.15
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Aluminium gewalzt;HSS;125;271;0.16
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Rostfreier Stahl;HSS;40;90;0.07
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Rostfreier Stahl;HSS;50;94;0.09
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Rostfreier Stahl;HSS;63;95;0.1
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Rostfreier Stahl;HSS;80;83;0.11
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Rostfreier Stahl;HSS;100;95;0.12
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Rostfreier Stahl;HSS;125;87;0.13
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Temperguss;HSS;40;140;0.08
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Temperguss;HSS;50;144;0.08
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Temperguss;HSS;63;138;0.11
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Temperguss;HSS;80;137;0.12
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Temperguss;HSS;100;140;0.12
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Temperguss;HSS;125;140;0.14
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Superlegierungen;HSS;40;55;0.08
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Superlegierungen;HSS;50;50;0.09
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Superlegierungen;HSS;63;55;0.12
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Superlegierungen;HSS;80;50;0.14
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Superlegierungen;HSS;100;52;0.2
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Superlegierungen;HSS;125;50;0.19
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Kupferlegierungen;HSS;40;308;0.12
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Kupferlegierungen;HSS;50;307;0.11
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Kupferlegierungen;HSS;63;300;0.13
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Kupferlegierungen;HSS;80;300;0.14
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Kupferlegierungen;HSS;100;307;0.14
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Kupferlegierungen;HSS;125;295;0.16
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Automatenstahl;HSS;40;170;0.08
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Automatenstahl;HSS;50;175;0.07
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Automatenstahl;HSS;63;164;0.09
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Automatenstahl;HSS;80;180;0.1
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Automatenstahl;HSS;100;177;0.12
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Automatenstahl;HSS;125;169;0.14
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Aluminium gegossen;HSS;40;240;0.1
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Aluminium gegossen;HSS;50;245;0.12
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Aluminium gegossen;HSS;63;235;0.13
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Aluminium gegossen;HSS;80;233;0.13
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Aluminium gegossen;HSS;100;240;0.14
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Aluminium gegossen;HSS;125;247;0.16
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Werkzeugstahl;HSS;40;130;0.08
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Werkzeugstahl;HSS;50;120;0.08
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Werkzeugstahl;HSS;63;140;0.11
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Werkzeugstahl;HSS;80;130;0.13
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Werkzeugstahl;HSS;100;130;0.12
Siemens;2.3;60;15;60;15;60;15;1FT7042-5AK7;1FT7036-5AK7;1FT7034-5AK7;35.5;21.97;26.12;Werkzeugstahl;HSS;125;130;0.13